"project";"sampling_year";"species_code_fao";"sex";"fork_length";"whole_fishweight"
"DCF";2004;"YFT";"M";129;46.75
"DCF";2004;"YFT";"F";121;37.35
"DCF";2004;"YFT";"M";125;41.7
"DCF";2004;"YFT";"M";124;43.25
"DCF";2004;"YFT";"F";123;44.3
"DCF";2004;"YFT";"M";128;45.35
"DCF";2004;"YFT";"F";121;40.6
"DCF";2004;"YFT";"M";127;47
"DCF";2004;"YFT";"M";130;47.6
"DCF";2004;"YFT";"M";140;64.7
"DCF";2004;"YFT";"M";125;44.4
"DCF";2004;"YFT";"M";128;45.05
"DCF";2004;"YFT";"F";125;38.25
"DCF";2004;"YFT";"F";125;42.85
"DCF";2004;"YFT";"F";127;43.05
"DCF";2004;"YFT";"F";126;43.15
"DCF";2004;"YFT";"F";125;40.9
"DCF";2004;"YFT";"F";123;40.95
"DCF";2004;"YFT";"F";128;42.4
"DCF";2004;"YFT";"M";125;42.45
"DCF";2004;"YFT";"M";141;68.6
"DCF";2004;"YFT";"F";123;38.85
"DCF";2004;"YFT";"F";127;43.9
"DCF";2004;"YFT";"F";129;46.05
"DCF";2004;"YFT";"F";123;40.55
"DCF";2004;"YFT";"F";125;41.7
"DCF";2004;"YFT";"F";122;41.75
"DCF";2004;"YFT";"F";128;43.2
"DCF";2004;"YFT";"M";147;69
"DCF";2004;"YFT";"F";123;38.1
"DCF";2004;"YFT";"M";142;60.5
"DCF";2004;"YFT";"F";130;51.56
"DCF";2004;"YFT";"M";135;62.35
"DCF";2004;"YFT";"M";144;68.7
"DCF";2004;"YFT";"F";131;45.3
"DCF";2004;"YFT";"F";141;64.15
"DCF";2004;"YFT";"F";141;61.8
"DCF";2004;"YFT";"F";136;57.35
"DCF";2004;"YFT";"M";127;39.8
"DCF";2004;"YFT";"M";123;40.7
"DCF";2004;"YFT";"M";128;41.35
"DCF";2004;"YFT";"M";125;41.45
"DCF";2004;"YFT";"M";123;42.65
"DCF";2004;"YFT";"M";125;42.7
"DCF";2004;"YFT";"M";125;42.9
"DCF";2004;"YFT";"M";126;43.9
"DCF";2004;"YFT";"M";133;48.4
"DCF";2004;"YFT";"M";131;48.5
"DCF";2004;"YFT";"M";130;48.95
"DCF";2004;"YFT";"F";124;38.7
"DCF";2004;"YFT";"F";129;43.3
"DCF";2004;"YFT";"F";134;46.65
"DCF";2004;"YFT";"F";120;39.2
"DCF";2004;"YFT";"F";121;39.35
"DCF";2004;"YFT";"F";129;44.9
"DCF";2004;"YFT";"F";124;39.85
"DCF";2004;"YFT";"F";127;42.05
"DCF";2004;"YFT";"F";128;42.2
"DCF";2004;"YFT";"F";126;40.1
"DCF";2004;"YFT";"F";124;40.9
"DCF";2004;"YFT";"F";123;40.05
"DCF";2004;"YFT";"F";125;42.05
"DCF";2004;"YFT";"F";135;48.1
"DCF";2004;"YFT";"F";127;39.75
"DCF";2004;"YFT";"F";124;44.3
"DCF";2004;"YFT";"F";128;44.9
"DCF";2004;"YFT";"F";124;46.25
"DCF";2004;"YFT";"F";138;55.2
"DCF";2004;"YFT";"F";132;46.8
"DCF";2004;"YFT";"F";134;46.8
"DCF";2004;"YFT";"F";135;50
"DCF";2004;"YFT";"F";138;54.35
"DCF";2004;"YFT";"F";134;50.2
"DCF";2004;"YFT";"F";140;53.4
"DCF";2004;"YFT";"F";134;53.6
"DCF";2004;"YFT";"M";121;38.6
"DCF";2004;"YFT";"M";123;38.7
"DCF";2004;"YFT";"M";123;38.75
"DCF";2004;"YFT";"M";119;38.9
"DCF";2004;"YFT";"M";123;40.45
"DCF";2004;"YFT";"M";123;40.7
"DCF";2004;"YFT";"M";121;40.95
"DCF";2004;"YFT";"M";125;41.55
"DCF";2004;"YFT";"M";122;41.6
"DCF";2004;"YFT";"M";129;41.8
"DCF";2004;"YFT";"M";125;42.15
"DCF";2004;"YFT";"M";124;42.2
"DCF";2004;"YFT";"M";126;42.45
"DCF";2004;"YFT";"M";125;42.65
"DCF";2004;"YFT";"M";125;42.7
"DCF";2004;"YFT";"M";125;43.15
"DCF";2004;"YFT";"M";123;44.25
"DCF";2004;"YFT";"M";123;44.25
"DCF";2004;"YFT";"M";130;44.4
"DCF";2004;"YFT";"M";125;44.6
"DCF";2004;"YFT";"M";123;44.75
"DCF";2004;"YFT";"M";124;44.75
"DCF";2004;"YFT";"M";126;44.75
"DCF";2004;"YFT";"M";128;44.75
"DCF";2004;"YFT";"M";124;44.85
"DCF";2004;"YFT";"M";125;44.85
"DCF";2004;"YFT";"M";127;44.95
"DCF";2004;"YFT";"M";132;44.95
"DCF";2004;"YFT";"M";130;45.65
"DCF";2004;"YFT";"M";127;45.85
"DCF";2004;"YFT";"M";125;45.9
"DCF";2004;"YFT";"M";128;46.45
"DCF";2004;"YFT";"M";128;46.5
"DCF";2004;"YFT";"M";127;46.55
"DCF";2004;"YFT";"M";130;46.6
"DCF";2004;"YFT";"M";128;46.7
"DCF";2004;"YFT";"M";130;46.9
"DCF";2004;"YFT";"M";130;47.4
"DCF";2004;"YFT";"M";131;47.75
"DCF";2004;"YFT";"M";132;47.85
"DCF";2004;"YFT";"M";129;47.9
"DCF";2004;"YFT";"M";129;48
"DCF";2004;"YFT";"M";131;48.05
"DCF";2004;"YFT";"M";130;48.25
"DCF";2004;"YFT";"M";130;48.8
"DCF";2004;"YFT";"M";129;48.9
"DCF";2004;"YFT";"M";132;50.35
"DCF";2004;"YFT";"M";128;50.85
"DCF";2004;"YFT";"M";134;50.95
"DCF";2004;"YFT";"F";147;67.9
"DCF";2004;"YFT";"M";140;64.3
"DCF";2004;"YFT";"M";150;69.25
"DCF";2004;"YFT";"M";148;73.75
"DCF";2004;"YFT";"M";150;76
"DCF";2004;"YFT";"M";146;77.4
"DCF";2004;"YFT";"M";151;79.5
"DCF";2004;"YFT";"M";154;90.3
"DCF";2004;"YFT";"F";102;21.35
"DCF";2004;"YFT";"F";106;25.85
"DCF";2004;"YFT";"F";103;26.5
"DCF";2004;"YFT";"F";104;25.1
"DCF";2004;"YFT";"F";108;26.35
"DCF";2004;"YFT";"F";110;26.55
"DCF";2004;"YFT";"F";106;26.25
"DCF";2004;"YFT";"F";110;26.4
"DCF";2004;"YFT";"F";111;28.05
"DCF";2004;"YFT";"F";105;26.6
"DCF";2004;"YFT";"F";117;34.3
"DCF";2004;"YFT";"F";126;39.35
"DCF";2004;"YFT";"F";115;30.3
"DCF";2004;"YFT";"F";129;40.8
"DCF";2004;"YFT";"F";121;38
"DCF";2004;"YFT";"F";126;38.25
"DCF";2004;"YFT";"F";124;40.7
"DCF";2004;"YFT";"F";125;42.9
"DCF";2004;"YFT";"F";123;39.6
"DCF";2004;"YFT";"M";102;21.5
"DCF";2004;"YFT";"M";101;23.45
"DCF";2004;"YFT";"M";105;25.25
"DCF";2004;"YFT";"M";105;25.25
"DCF";2004;"YFT";"M";107;26.7
"DCF";2004;"YFT";"M";106;26.8
"DCF";2004;"YFT";"M";108;27.1
"DCF";2004;"YFT";"M";110;27.45
"DCF";2004;"YFT";"M";120;34.55
"DCF";2004;"YFT";"M";125;39.05
"DCF";2004;"YFT";"M";122;39.15
"DCF";2004;"YFT";"M";121;39.65
"DCF";2004;"YFT";"M";120;39.8
"DCF";2004;"YFT";"M";123;41.15
"DCF";2004;"YFT";"M";129;41.2
"DCF";2004;"YFT";"M";123;42.2
"DCF";2004;"YFT";"M";123;42.6
"DCF";2004;"YFT";"M";125;43.65
"DCF";2004;"YFT";"M";150;67.8
"DCF";2004;"YFT";"M";152;70.1
"DCF";2004;"YFT";"M";153;70.9
"DCF";2004;"YFT";"M";152;71.25
"DCF";2004;"YFT";"M";152;71.9
"DCF";2004;"YFT";"M";152;72.8
"DCF";2004;"YFT";"M";154;73
"DCF";2004;"YFT";"M";148;73.75
"DCF";2004;"YFT";"M";151;74.05
"DCF";2004;"YFT";"M";151;74.9
"DCF";2004;"YFT";"M";155;74.9
"DCF";2004;"YFT";"M";153;76.8
"DCF";2004;"YFT";"M";153;76.85
"DCF";2004;"YFT";"M";155;77.9
"DCF";2004;"YFT";"M";150;78.35
"DCF";2004;"YFT";"M";155;79.85
"DCF";2004;"YFT";"M";152;80.9
"DCF";2004;"YFT";"M";153;81.35
"DCF";2004;"YFT";"M";154;81.95
"DCF";2004;"YFT";"M";159;82.55
"DCF";2004;"YFT";"M";154;85.2
"DCF";2004;"YFT";"F";107;25.55
"DCF";2004;"YFT";"F";119;28.9
"DCF";2004;"YFT";"F";108;25
"DCF";2004;"YFT";"F";110;27.9
"DCF";2004;"YFT";"F";116;32.3
"DCF";2004;"YFT";"F";120;36.75
"DCF";2004;"YFT";"F";114;34.4
"DCF";2004;"YFT";"F";107;29.15
"DCF";2004;"YFT";"F";120;33.45
"DCF";2004;"YFT";"F";121;36.5
"DCF";2004;"YFT";"F";122;41.25
"DCF";2004;"YFT";"F";120;36
"DCF";2004;"YFT";"F";122;39.85
"DCF";2004;"YFT";"F";122;39.35
"DCF";2004;"YFT";"F";126;40.95
"DCF";2004;"YFT";"F";128;44.8
"DCF";2004;"YFT";"F";127;47.05
"DCF";2004;"YFT";"F";114;34.5
"DCF";2004;"YFT";"F";115;37.4
"DCF";2004;"YFT";"F";123;38.85
"DCF";2004;"YFT";"F";127;42.6
"DCF";2004;"YFT";"F";124;44.05
"DCF";2004;"YFT";"F";120;31.35
"DCF";2004;"YFT";"F";123;42.5
"DCF";2004;"YFT";"M";101;21.55
"DCF";2004;"YFT";"M";106;27.5
"DCF";2004;"YFT";"M";109;27.55
"DCF";2004;"YFT";"M";112;27.9
"DCF";2004;"YFT";"M";109;28.55
"DCF";2004;"YFT";"M";110;30.65
"DCF";2004;"YFT";"M";116;30.95
"DCF";2004;"YFT";"M";110;31.25
"DCF";2004;"YFT";"M";119;31.95
"DCF";2004;"YFT";"M";112;32.05
"DCF";2004;"YFT";"M";116;33.1
"DCF";2004;"YFT";"M";110;33.35
"DCF";2004;"YFT";"M";122;37.35
"DCF";2004;"YFT";"M";122;38.8
"DCF";2004;"YFT";"M";126;40.85
"DCF";2004;"YFT";"M";123;41.05
"DCF";2004;"YFT";"M";122;41.25
"DCF";2004;"YFT";"M";125;43.75
"DCF";2004;"YFT";"M";126;43.75
"DCF";2004;"YFT";"M";124;45.05
"DCF";2004;"YFT";"M";124;45.35
"DCF";2004;"YFT";"M";126;45.8
"DCF";2004;"YFT";"M";127;47.8
"DCF";2004;"YFT";"M";128;49.2
"DCF";2004;"YFT";"F";117;34.55
"DCF";2004;"YFT";"F";122;36.6
"DCF";2004;"YFT";"F";123;36.7
"DCF";2004;"YFT";"F";120;33.75
"DCF";2004;"YFT";"F";121;36.55
"DCF";2004;"YFT";"F";124;42.1
"DCF";2004;"YFT";"F";116;36.35
"DCF";2004;"YFT";"F";126;39.85
"DCF";2004;"YFT";"F";124;41.6
"DCF";2004;"YFT";"M";114;31.05
"DCF";2004;"YFT";"M";119;39.75
"DCF";2004;"YFT";"F";120;34.55
"DCF";2004;"YFT";"F";116;31.5
"DCF";2004;"YFT";"F";114;32.95
"DCF";2004;"YFT";"F";119;37.1
"DCF";2004;"YFT";"F";122;37.15
"DCF";2004;"YFT";"F";119;35.16
"DCF";2004;"YFT";"F";123;37.4
"DCF";2004;"YFT";"F";121;35.1
"DCF";2004;"YFT";"F";128;40.75
"DCF";2004;"YFT";"F";126;45.35
"DCF";2004;"YFT";"F";112;29.75
"DCF";2004;"YFT";"F";116;33.2
"DCF";2004;"YFT";"F";128;40.65
"DCF";2004;"YFT";"F";126;44.15
"DCF";2004;"YFT";"F";130;44.8
"DCF";2004;"YFT";"F";118;34.55
"DCF";2004;"YFT";"F";122;37.2
"DCF";2004;"YFT";"F";127;39.65
"DCF";2004;"YFT";"F";126;40.8
"DCF";2004;"YFT";"F";125;41.5
"DCF";2004;"YFT";"F";125;41.75
"DCF";2004;"YFT";"F";120;42.15
"DCF";2004;"YFT";"F";123;34.55
"DCF";2004;"YFT";"F";121;36.4
"DCF";2004;"YFT";"F";126;39.25
"DCF";2004;"YFT";"F";127;42.05
"DCF";2004;"YFT";"F";124;34.45
"DCF";2004;"YFT";"F";121;34.95
"DCF";2004;"YFT";"F";121;35.2
"DCF";2004;"YFT";"F";120;37.18
"DCF";2004;"YFT";"F";128;43.35
"DCF";2004;"YFT";"F";121;35.4
"DCF";2004;"YFT";"F";131;48.9
"DCF";2004;"YFT";"F";120;38.1
"DCF";2004;"YFT";"F";129;43.15
"DCF";2004;"YFT";"F";115;38.2
"DCF";2004;"YFT";"F";123;41.2
"DCF";2004;"YFT";"M";113;30.35
"DCF";2004;"YFT";"M";113;32
"DCF";2004;"YFT";"M";123;32.9
"DCF";2004;"YFT";"M";117;33.15
"DCF";2004;"YFT";"M";117;33.95
"DCF";2004;"YFT";"M";117;34.8
"DCF";2004;"YFT";"M";119;35.35
"DCF";2004;"YFT";"M";119;35.95
"DCF";2004;"YFT";"M";120;36.1
"DCF";2004;"YFT";"M";118;36.15
"DCF";2004;"YFT";"M";121;37.45
"DCF";2004;"YFT";"M";125;37.8
"DCF";2004;"YFT";"M";124;38.05
"DCF";2004;"YFT";"M";120;39.7
"DCF";2004;"YFT";"M";118;40
"DCF";2004;"YFT";"M";123;40.4
"DCF";2004;"YFT";"M";128;42.85
"DCF";2004;"YFT";"M";123;43.25
"DCF";2004;"YFT";"M";128;43.35
"DCF";2004;"YFT";"M";132;44.65
"DCF";2004;"YFT";"M";130;45.85
"DCF";2004;"YFT";"M";128;46.05
"DCF";2004;"YFT";"M";129;48.15
"DCF";2004;"YFT";"F";123;41.3
"DCF";2004;"YFT";"F";117;36.85
"DCF";2004;"YFT";"F";123;45.1
"DCF";2004;"YFT";"F";129;46.6
"DCF";2004;"YFT";"F";125;38.55
"DCF";2004;"YFT";"F";123;42.05
"DCF";2004;"YFT";"F";124;43.1
"DCF";2004;"YFT";"F";130;43.75
"DCF";2004;"YFT";"F";121;40.35
"DCF";2004;"YFT";"F";125;40.6
"DCF";2004;"YFT";"F";122;42.4
"DCF";2004;"YFT";"F";123;40
"DCF";2004;"YFT";"F";126;45.2
"DCF";2004;"YFT";"F";130;46.35
"DCF";2004;"YFT";"F";123;42.6
"DCF";2004;"YFT";"F";127;43.85
"DCF";2004;"YFT";"F";124;39.75
"DCF";2004;"YFT";"F";126;43.75
"DCF";2004;"YFT";"F";126;45.1
"DCF";2004;"YFT";"F";130;47.7
"DCF";2004;"YFT";"F";125;43.1
"DCF";2004;"YFT";"F";131;43.6
"DCF";2004;"YFT";"F";121;40.1
"DCF";2004;"YFT";"F";125;40.25
"DCF";2004;"YFT";"F";122;42.35
"DCF";2004;"YFT";"F";125;42.8
"DCF";2004;"YFT";"F";127;43.1
"DCF";2004;"YFT";"F";127;41.25
"DCF";2004;"YFT";"F";126;43.05
"DCF";2004;"YFT";"F";126;43.45
"DCF";2004;"YFT";"F";129;45.95
"DCF";2004;"YFT";"M";120;37.75
"DCF";2004;"YFT";"M";122;38.5
"DCF";2004;"YFT";"M";120;39.55
"DCF";2004;"YFT";"M";122;40.15
"DCF";2004;"YFT";"M";122;40.45
"DCF";2004;"YFT";"M";125;40.65
"DCF";2004;"YFT";"M";125;41.6
"DCF";2004;"YFT";"M";124;42.15
"DCF";2004;"YFT";"M";125;42.25
"DCF";2004;"YFT";"M";125;42.25
"DCF";2004;"YFT";"M";123;42.35
"DCF";2004;"YFT";"M";124;42.4
"DCF";2004;"YFT";"M";122;42.5
"DCF";2004;"YFT";"M";123;42.6
"DCF";2004;"YFT";"M";126;42.7
"DCF";2004;"YFT";"M";124;43.15
"DCF";2004;"YFT";"M";126;43.5
"DCF";2004;"YFT";"M";125;43.75
"DCF";2004;"YFT";"M";123;44.1
"DCF";2004;"YFT";"M";125;44.45
"DCF";2004;"YFT";"M";124;45.55
"DCF";2004;"YFT";"M";124;46.15
"DCF";2004;"YFT";"M";126;46.45
"DCF";2004;"YFT";"M";127;46.6
"DCF";2004;"YFT";"M";128;46.75
"DCF";2004;"YFT";"M";131;46.9
"DCF";2004;"YFT";"M";128;47.4
"DCF";2004;"YFT";"M";130;48
"DCF";2004;"YFT";"M";131;48.6
"DCF";2004;"YFT";"F";134;44.65
"DCF";2004;"YFT";"F";135;50.75
"DCF";2004;"YFT";"F";129;47.15
"DCF";2004;"YFT";"F";128;46.05
"DCF";2004;"YFT";"F";125;43.1
"DCF";2004;"YFT";"F";145;62.4
"DCF";2004;"YFT";"F";144;55.85
"DCF";2004;"YFT";"F";139;61.25
"DCF";2004;"YFT";"F";140;61.3
"DCF";2004;"YFT";"F";143;58.05
"DCF";2004;"YFT";"M";128;45.1
"DCF";2004;"YFT";"M";128;45.6
"DCF";2004;"YFT";"M";127;46.3
"DCF";2004;"YFT";"M";129;47.05
"DCF";2004;"YFT";"M";125;47.3
"DCF";2004;"YFT";"M";131;47.65
"DCF";2004;"YFT";"M";129;48.25
"DCF";2004;"YFT";"M";133;48.4
"DCF";2004;"YFT";"M";130;48.95
"DCF";2004;"YFT";"M";131;49.5
"DCF";2004;"YFT";"M";130;50.05
"DCF";2004;"YFT";"M";131;50.1
"DCF";2004;"YFT";"M";135;50.9
"DCF";2004;"YFT";"M";137;51.85
"DCF";2004;"YFT";"M";131;52.35
"DCF";2004;"YFT";"M";136;56.9
"DCF";2004;"YFT";"M";138;58.45
"DCF";2004;"YFT";"M";140;60.65
"DCF";2004;"YFT";"M";142;62
"DCF";2004;"YFT";"M";142;62.25
"DCF";2004;"YFT";"M";148;62.25
"DCF";2004;"YFT";"M";141;63.3
"DCF";2004;"YFT";"M";142;63.75
"DCF";2004;"YFT";"M";142;65.3
"DCF";2004;"YFT";"M";148;65.4
"DCF";2004;"YFT";"M";144;66.35
"DCF";2004;"YFT";"M";145;66.7
"DCF";2004;"YFT";"M";144;67.45
"DCF";2004;"YFT";"M";142;67.65
"DCF";2004;"YFT";"M";145;67.75
"DCF";2004;"YFT";"M";149;68.2
"DCF";2004;"YFT";"M";145;68.6
"DCF";2004;"YFT";"M";150;70.35
"DCF";2004;"YFT";"M";147;71.6
"DCF";2004;"YFT";"M";149;71.75
"DCF";2004;"YFT";"M";147;72.55
"DCF";2004;"YFT";"M";152;74.1
"DCF";2004;"YFT";"M";142;74.65
"DCF";2004;"YFT";"M";152;75.5
"DCF";2004;"YFT";"M";152;76.6
"DCF";2004;"YFT";"M";148;77.25
"DCF";2004;"YFT";"M";151;78.2
"DCF";2004;"YFT";"M";151;81.8
"DCF";2004;"YFT";"M";156;85.75
"DCF";2004;"YFT";"F";143;65.65
"DCF";2004;"YFT";"F";139;56.3
"DCF";2004;"YFT";"F";133;56.3
"DCF";2004;"YFT";"F";137;58.5
"DCF";2004;"YFT";"F";138;61.3
"DCF";2004;"YFT";"F";142;64.25
"DCF";2004;"YFT";"F";140;60.15
"DCF";2004;"YFT";"F";140;58.35
"DCF";2004;"YFT";"F";138;56.1
"DCF";2004;"YFT";"F";146;64.05
"DCF";2004;"YFT";"M";133;52
"DCF";2004;"YFT";"M";129;54.5
"DCF";2004;"YFT";"M";138;55.75
"DCF";2004;"YFT";"M";137;56.65
"DCF";2004;"YFT";"M";138;56.85
"DCF";2004;"YFT";"M";136;56.9
"DCF";2004;"YFT";"M";139;57.6
"DCF";2004;"YFT";"M";138;58.05
"DCF";2004;"YFT";"M";133;58.3
"DCF";2004;"YFT";"M";140;58.65
"DCF";2004;"YFT";"M";135;59.15
"DCF";2004;"YFT";"M";138;59.3
"DCF";2004;"YFT";"M";140;59.75
"DCF";2004;"YFT";"M";141;61.9
"DCF";2004;"YFT";"M";145;63.15
"DCF";2004;"YFT";"M";142;64.1
"DCF";2004;"YFT";"F";131;45.7
"DCF";2004;"YFT";"F";137;53.85
"DCF";2004;"YFT";"F";138;53.75
"DCF";2004;"YFT";"F";136;49.15
"DCF";2004;"YFT";"M";126;43.1
"DCF";2004;"YFT";"M";124;43.35
"DCF";2004;"YFT";"M";125;45.25
"DCF";2004;"YFT";"M";126;45.7
"DCF";2004;"YFT";"M";126;46
"DCF";2004;"YFT";"M";125;46.55
"DCF";2004;"YFT";"M";127;46.55
"DCF";2004;"YFT";"M";133;47.9
"DCF";2004;"YFT";"M";129;48.4
"DCF";2004;"YFT";"M";131;48.7
"DCF";2004;"YFT";"M";131;50.15
"DCF";2004;"YFT";"M";131;52.9
"DCF";2004;"YFT";"M";137;54.55
"DCF";2004;"YFT";"F";119;37.25
"DCF";2004;"YFT";"F";124;40.8
"DCF";2004;"YFT";"F";128;42.95
"DCF";2004;"YFT";"F";119;36.2
"DCF";2004;"YFT";"F";121;40.8
"DCF";2004;"YFT";"F";121;39.8
"DCF";2004;"YFT";"F";121;44.95
"DCF";2004;"YFT";"F";121;39.25
"DCF";2004;"YFT";"F";122;39.35
"DCF";2004;"YFT";"F";127;40.4
"DCF";2004;"YFT";"F";121;40.45
"DCF";2004;"YFT";"F";124;44.35
"DCF";2004;"YFT";"F";120;38.45
"DCF";2004;"YFT";"F";120;39.75
"DCF";2004;"YFT";"F";121;40.55
"DCF";2004;"YFT";"F";121;40.8
"DCF";2004;"YFT";"F";127;41.3
"DCF";2004;"YFT";"F";124;38.7
"DCF";2004;"YFT";"F";123;39.75
"DCF";2004;"YFT";"F";125;45
"DCF";2004;"YFT";"F";123;38.85
"DCF";2004;"YFT";"F";124;41.25
"DCF";2004;"YFT";"F";126;41.35
"DCF";2004;"YFT";"F";128;45.7
"DCF";2004;"YFT";"F";127;41.05
"DCF";2004;"YFT";"F";129;47.7
"DCF";2004;"YFT";"F";123;42.2
"DCF";2004;"YFT";"F";126;43.5
"DCF";2004;"YFT";"F";131;47.85
"DCF";2004;"YFT";"F";129;47.15
"DCF";2004;"YFT";"F";134;55.9
"DCF";2004;"YFT";"M";124;37.1
"DCF";2004;"YFT";"M";120;38.4
"DCF";2004;"YFT";"M";122;38.4
"DCF";2004;"YFT";"M";120;39.3
"DCF";2004;"YFT";"M";120;39.35
"DCF";2004;"YFT";"M";125;39.75
"DCF";2004;"YFT";"M";122;40
"DCF";2004;"YFT";"M";125;40.55
"DCF";2004;"YFT";"M";130;40.65
"DCF";2004;"YFT";"M";125;40.85
"DCF";2004;"YFT";"M";121;41
"DCF";2004;"YFT";"M";125;41.15
"DCF";2004;"YFT";"M";125;41.8
"DCF";2004;"YFT";"M";125;41.85
"DCF";2004;"YFT";"M";128;41.9
"DCF";2004;"YFT";"M";127;42.8
"DCF";2004;"YFT";"M";127;43.05
"DCF";2004;"YFT";"M";125;43.25
"DCF";2004;"YFT";"M";127;43.6
"DCF";2004;"YFT";"M";125;43.65
"DCF";2004;"YFT";"M";123;44.25
"DCF";2004;"YFT";"M";128;44.7
"DCF";2004;"YFT";"M";129;44.8
"DCF";2004;"YFT";"M";129;44.8
"DCF";2004;"YFT";"M";123;44.85
"DCF";2004;"YFT";"M";129;44.85
"DCF";2004;"YFT";"M";126;45.1
"DCF";2004;"YFT";"M";129;45.1
"DCF";2004;"YFT";"M";122;45.3
"DCF";2004;"YFT";"M";129;46.05
"DCF";2004;"YFT";"M";124;48.2
"DCF";2004;"YFT";"M";128;48.55
"DCF";2004;"YFT";"F";122;40.05
"DCF";2004;"YFT";"F";121;36.4
"DCF";2004;"YFT";"F";120;38.95
"DCF";2004;"YFT";"F";122;38.85
"DCF";2004;"YFT";"F";116;34.65
"DCF";2004;"YFT";"F";122;37.65
"DCF";2004;"YFT";"F";124;38.1
"DCF";2004;"YFT";"F";123;38.8
"DCF";2004;"YFT";"F";125;38.8
"DCF";2004;"YFT";"F";125;39.1
"DCF";2004;"YFT";"F";129;39.9
"DCF";2004;"YFT";"F";126;40.25
"DCF";2004;"YFT";"F";127;40.9
"DCF";2004;"YFT";"F";123;42.05
"DCF";2004;"YFT";"F";127;41.6
"DCF";2004;"YFT";"F";115;34.65
"DCF";2004;"YFT";"F";118;35.8
"DCF";2004;"YFT";"F";120;37.25
"DCF";2004;"YFT";"F";121;37.8
"DCF";2004;"YFT";"F";126;40.85
"DCF";2004;"YFT";"F";120;38.2
"DCF";2004;"YFT";"F";121;39.4
"DCF";2004;"YFT";"F";125;39.9
"DCF";2004;"YFT";"F";120;40
"DCF";2004;"YFT";"F";126;41.7
"DCF";2004;"YFT";"F";127;43.35
"DCF";2004;"YFT";"F";131;46.2
"DCF";2004;"YFT";"F";121;36.95
"DCF";2004;"YFT";"F";119;36.75
"DCF";2004;"YFT";"F";123;39.9
"DCF";2004;"YFT";"F";125;46.1
"DCF";2004;"YFT";"F";124;42.15
"DCF";2004;"YFT";"F";127;46.05
"DCF";2004;"YFT";"F";126;46.2
"DCF";2004;"YFT";"F";116;35.4
"DCF";2004;"YFT";"F";126;42.9
"DCF";2004;"YFT";"F";121;43.6
"DCF";2004;"YFT";"F";126;43.95
"DCF";2004;"YFT";"F";120;37.7
"DCF";2004;"YFT";"M";123;37.65
"DCF";2004;"YFT";"M";120;37.8
"DCF";2004;"YFT";"M";120;38
"DCF";2004;"YFT";"M";121;38.05
"DCF";2004;"YFT";"M";121;38.85
"DCF";2004;"YFT";"M";124;39.35
"DCF";2004;"YFT";"M";127;40.6
"DCF";2004;"YFT";"M";123;41.2
"DCF";2004;"YFT";"M";130;41.25
"DCF";2004;"YFT";"M";122;41.8
"DCF";2004;"YFT";"M";124;42.1
"DCF";2004;"YFT";"M";122;42.25
"DCF";2004;"YFT";"M";127;42.35
"DCF";2004;"YFT";"M";126;42.55
"DCF";2004;"YFT";"M";128;42.65
"DCF";2004;"YFT";"M";126;42.7
"DCF";2004;"YFT";"M";125;42.8
"DCF";2004;"YFT";"M";122;42.9
"DCF";2004;"YFT";"M";125;43.95
"DCF";2004;"YFT";"M";127;44.4
"DCF";2004;"YFT";"M";125;44.8
"DCF";2004;"YFT";"M";128;45.3
"DCF";2004;"YFT";"M";125;45.35
"DCF";2004;"YFT";"M";126;46
"DCF";2004;"YFT";"M";127;47.05
"DCF";2004;"YFT";"M";127;47.15
"DCF";2004;"YFT";"M";133;49
"DCF";2004;"YFT";"M";132;53.8
"DCF";2004;"YFT";"F";120;39.6
"DCF";2004;"YFT";"F";126;46.15
"DCF";2004;"YFT";"F";128;50.15
"DCF";2004;"YFT";"F";124;40.45
"DCF";2004;"YFT";"F";122;43.05
"DCF";2004;"YFT";"F";128;47.3
"DCF";2004;"YFT";"F";141;55.9
"DCF";2004;"YFT";"F";127;45.9
"DCF";2004;"YFT";"F";120;39.25
"DCF";2004;"YFT";"F";135;53.65
"DCF";2004;"YFT";"F";129;43.5
"DCF";2004;"YFT";"F";125;46.75
"DCF";2004;"YFT";"F";130;46.25
"DCF";2004;"YFT";"F";135;54.85
"DCF";2004;"YFT";"M";124;39.35
"DCF";2004;"YFT";"M";124;41.15
"DCF";2004;"YFT";"M";121;42.15
"DCF";2004;"YFT";"M";123;42.9
"DCF";2004;"YFT";"M";126;43.25
"DCF";2004;"YFT";"M";125;43.7
"DCF";2004;"YFT";"M";126;43.7
"DCF";2004;"YFT";"M";124;43.75
"DCF";2004;"YFT";"M";126;44.8
"DCF";2004;"YFT";"M";127;44.95
"DCF";2004;"YFT";"M";127;45.4
"DCF";2004;"YFT";"M";128;45.4
"DCF";2004;"YFT";"M";128;46.55
"DCF";2004;"YFT";"M";125;47
"DCF";2004;"YFT";"M";130;47.2
"DCF";2004;"YFT";"M";127;47.45
"DCF";2004;"YFT";"M";127;47.85
"DCF";2004;"YFT";"M";129;48
"DCF";2004;"YFT";"M";127;48.5
"DCF";2004;"YFT";"M";130;48.75
"DCF";2004;"YFT";"M";129;48.9
"DCF";2004;"YFT";"M";128;49.05
"DCF";2004;"YFT";"M";132;49.45
"DCF";2004;"YFT";"M";129;50.05
"DCF";2004;"YFT";"M";132;50.25
"DCF";2004;"YFT";"M";132;50.25
